filepath,composer,era,n_notes,top_pattern,top_length,top_support,top_z_score,num_patterns_z_ge_2
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_01_R1_2015_wav--1.midi,Johann Sebastian Bach,Baroque,3286,"-9,9,-9,9",4,13,12987.013,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_18_R1_2013_wav--4.midi,Johann Sebastian Bach / Egon Petri,Other,2584,"16,-28,31,-19",4,5,4995.005,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_14_R1_2004_01-03_ORIG_MID--AUDIO_14_R1_2004_01_Track01_wav.midi,Johann Sebastian Bach / Egon Petri,Other,2579,"-3,-28,12,16",4,5,4995.005,18
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_10_R1_2004_01-02_ORIG_MID--AUDIO_10_R1_2004_01_Track01_wav.midi,Johann Sebastian Bach / Ferruccio Busoni,Other,1120,"-12,-12,36,-12",4,4,3996.004,17
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_21_R1_2006_01-04_ORIG_MID--AUDIO_21_R1_2006_01_Track01_wav.midi,Johann Sebastian Bach / Ferruccio Busoni,Other,6611,"10,-12,14,-12",4,12,11988.012,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_25_R3_2011_MID--AUDIO_R3-D9_02_Track02_wav.midi,Johann Sebastian Bach / Franz Liszt,Other,1630,"-3,-6,11,-20",4,7,6993.007,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_25_R3_2011_MID--AUDIO_R3-D9_03_Track03_wav.midi,Johann Sebastian Bach / Franz Liszt,Other,3623,"-2,-2,-1,-2",4,5,4995.005,20
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_05_R1_2014_wav--2.midi,Johann Sebastian Bach / Myra Hess,Other,1763,"-1,-9,10,-8",4,5,4995.005,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_21_R1_2015_wav--5.midi,Johann Strauss / Alfred Grünfeld,Other,5326,"-2,-1,-2,-2",4,28,27972.028,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_11_R1_2008_01-04_ORIG_MID--AUDIO_11_R1_2008_wav--3.midi,Johannes Brahms,Romantic,1998,"-3,-3,-3,-3",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_14_R1_2015_wav--3.midi,Johannes Brahms,Romantic,4392,"-10,12,-10,12",4,20,19980.02,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_07_R1_2004_01_ORIG_MID--AUDIO_07_R1_2004_02_Track02_wav.midi,Johannes Brahms,Romantic,4137,"12,-12,12,-12",4,9,8991.009,20
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_08_R1_2006_01-04_ORIG_MID--AUDIO_08_R1_2006_Disk1_02_Track02_wav.midi,Joseph Haydn,Classical,4125,"3,3,3,3",4,28,27972.028,20
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_19_R1_2006_01-07_ORIG_MID--AUDIO_19_R1_2006_02_Track02_wav.midi,Joseph Haydn,Classical,4116,"-2,-2,-1,-2",4,21,20979.021,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_04_R1_2011_MID--AUDIO_R1-D2_03_Track03_wav.midi,Joseph Haydn,Classical,2745,"-1,-1,-1,-1",4,13,12987.013,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_042_PIANO042_MID--AUDIO-split_07-06-17_Piano-e_1-02_wav--3.midi,Joseph Haydn,Classical,2845,"-2,-1,-2,-2",4,39,38961.039,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_19_R1_2015_wav--2.midi,Joseph Haydn,Classical,2959,"-2,-2,-1,-2,-2",5,32,31968.032,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_10_R1_2013_wav--2.midi,Joseph Haydn,Classical,2837,"-2,-2,-1,-2,-2",5,37,36963.037,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_03_R3_2011_MID--AUDIO_R3-D1_02_Track02_wav.midi,Joseph Haydn,Classical,2348,"1,1,1,1,1",5,20,19980.02,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_03_R3_2011_MID--AUDIO_R3-D1_03_Track03_wav.midi,Joseph Haydn,Classical,1511,"-2,-2,-1,-2",4,9,8991.009,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_15_R1_2015_wav--3.midi,Joseph Haydn,Classical,3646,"-2,-2,-1,-2",4,21,20979.021,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_21_R1_2015_wav--2.midi,Joseph Haydn,Classical,3602,"-12,12,-12,12",4,15,14985.015,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_13_01_2004_01-05_ORIG_MID--AUDIO_13_R1_2004_08_Track08_wav.midi,Joseph Haydn,Classical,3650,"12,-12,12,-12",4,19,18981.019,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_13_01_2004_01-05_ORIG_MID--AUDIO_13_R1_2004_09_Track09_wav.midi,Joseph Haydn,Classical,1679,"2,-2,2,-2",4,16,15984.016,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_13_01_2004_01-05_ORIG_MID--AUDIO_13_R1_2004_10_Track10_wav.midi,Joseph Haydn,Classical,1936,"1,-1,1,-1",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_04_R1_2013_wav--2.midi,Joseph Haydn,Classical,3687,"-2,-2,-1,-2",4,17,16983.017,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_17_R1_2013_wav--2.midi,Joseph Haydn,Classical,3658,"-2,-2,-1,-2",4,16,15984.016,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_04_R1_2008_01-04_ORIG_MID--AUDIO_04_R1_2008_wav--2.midi,Joseph Haydn,Classical,3632,"-2,-2,-1,-2",4,17,16983.017,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_12_R1_2008_01-04_ORIG_MID--AUDIO_12_R1_2008_wav--1.midi,Joseph Haydn,Classical,2422,"-2,-2,-1,-2",4,19,18981.019,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_14_R1_2013_wav--2.midi,Joseph Haydn,Classical,2489,"-2,-1,-2,-2",4,15,14985.015,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_19_R1_2013_wav--2.midi,Joseph Haydn,Classical,2466,"-2,-2,-1,-2",4,18,17982.018,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_19_R1_2004_01-02_ORIG_MID--AUDIO_19_R1_2004_01_Track01_wav.midi,Joseph Haydn,Classical,1960,"-3,0,3,-3",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_19_R1_2004_01-02_ORIG_MID--AUDIO_19_R1_2004_02_Track02_wav.midi,Joseph Haydn,Classical,1803,"-2,-1,-2,-10",4,5,4995.005,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_13_R1_2008_01-04_ORIG_MID--AUDIO_13_R1_2008_wav--2.midi,Joseph Haydn,Classical,1694,"-2,-1,-2,-2",4,19,18981.019,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_04_R1_2015_wav--2.midi,Joseph Haydn,Classical,2786,"-1,-1,-1,-1",4,12,11988.012,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_14_R1_2015_wav--2.midi,Joseph Haydn,Classical,3518,"-2,-2,-1,-2",4,30,29970.03,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_15_R1_2013_wav--2.midi,Joseph Haydn,Classical,3534,"-2,-2,-1,-2,-2",5,31,30969.031,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_16_R1_2008_01-04_ORIG_MID--AUDIO_16_R1_2008_wav--2.midi,Joseph Haydn,Classical,3514,"-2,-2,-1,-2",4,30,29970.03,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_01_R1_2011_MID--AUDIO_R1-D1_04_Track04_wav.midi,Joseph Haydn,Classical,3539,"-2,-1,-2,-2",4,34,33966.034,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_12_R1_2011_MID--AUDIO_R1-D4_13_Track13_wav.midi,Joseph Haydn,Classical,3484,"-2,-2,-1,-2",4,36,35964.036,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_054_PIANO054_MID--AUDIO-split_07-07-17_Piano-e_1-02_wav--2.midi,Joseph Haydn,Classical,3492,"-1,-2,-2,-1",4,25,24975.025,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_05_R1_2011_MID--AUDIO_R1-D2_10_Track10_wav.midi,Joseph Haydn,Classical,2307,"-2,2,1,2",4,10,9990.01,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--2.midi,Joseph Haydn,Classical,2145,"2,-2,2,-2",4,22,21978.022,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_19_R1_2015_wav--4.midi,Leoš Janáček,Other,1328,"-1,5,-4,-1",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2018/MIDI-Unprocessed_Chamber6_MID--AUDIO_20_R3_2018_wav--1.midi,Ludwig van Beethoven,Classical,4602,"-1,1,2,-2",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--1.midi,Ludwig van Beethoven,Classical,5399,"-1,-2,-2,-1",4,23,22977.023,20
data/raw/piano_midi/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_14_R1_2018_wav--3.midi,Ludwig van Beethoven,Classical,5811,"-2,-1,-2,-2",4,27,26973.027,20
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--2.midi,Ludwig van Beethoven,Classical,5749,"2,2,1,2",4,22,21978.022,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_13_Track13_wav.midi,Ludwig van Beethoven,Classical,2805,"1,1,1,1",4,13,12987.013,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_03_R1_2015_wav--3.midi,Ludwig van Beethoven,Classical,4080,"12,-12,12,-12",4,30,29970.03,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_13_R1_2015_wav--2.midi,Ludwig van Beethoven,Classical,4151,"-12,12,-12,12,-12",5,25,24975.025,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_058_PIANO058_MID--AUDIO-split_07-07-17_Piano-e_2-02_wav--3.midi,Ludwig van Beethoven,Classical,4025,"-12,12,-12,12",4,33,32967.033,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_06_R1_2008_01-04_ORIG_MID--AUDIO_06_R1_2008_wav--2.midi,Ludwig van Beethoven,Classical,3496,"-2,-1,1,2",4,10,9990.01,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_044_PIANO044_MID--AUDIO-split_07-06-17_Piano-e_1-04_wav--2.midi,Ludwig van Beethoven,Classical,4252,"-2,-1,-2,-2",4,37,36963.037,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_046_PIANO046_MID--AUDIO-split_07-06-17_Piano-e_2-02_wav--2.midi,Ludwig van Beethoven,Classical,3340,"-12,4,12,-9",4,11,10989.011,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_049_PIANO049_MID--AUDIO-split_07-06-17_Piano-e_2-06_wav--2.midi,Ludwig van Beethoven,Classical,3462,"12,-14,12,-13",4,11,10989.011,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_05_R1_2008_01-04_ORIG_MID--AUDIO_05_R1_2008_wav--2.midi,Ludwig van Beethoven,Classical,3432,"12,-14,12,-13",4,12,11988.012,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_17_R1_2008_01-04_ORIG_MID--AUDIO_17_R1_2008_wav--2.midi,Ludwig van Beethoven,Classical,3402,"-2,-1,-2,-2",4,9,8991.009,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_19_R1_2011_MID--AUDIO_R1-D7_13_Track13_wav.midi,Ludwig van Beethoven,Classical,3228,"3,-6,3,-6",4,13,12987.013,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_08_R1_2011_MID--AUDIO_R1-D3_08_Track08_wav.midi,Ludwig van Beethoven,Classical,3121,"3,3,3,3",4,15,14985.015,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_08_Track08_wav.midi,Ludwig van Beethoven,Classical,3086,"3,-6,3,-6",4,13,12987.013,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_08_R1_2013_wav--2.midi,Ludwig van Beethoven,Classical,3120,"3,5,4,3",4,10,9990.01,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_050_PIANO050_MID--AUDIO-split_07-06-17_Piano-e_3-01_wav--2.midi,Ludwig van Beethoven,Classical,3089,"3,3,3,3",4,15,14985.015,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_053_PIANO053_MID--AUDIO-split_07-06-17_Piano-e_3-04_wav--3.midi,Ludwig van Beethoven,Classical,3081,"3,-6,3,-6",4,16,15984.016,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_055_PIANO055_MID--AUDIO-split_07-07-17_Piano-e_1-04_wav--2.midi,Ludwig van Beethoven,Classical,3029,"-6,3,-6,3",4,13,12987.013,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_057_PIANO057_MID--AUDIO-split_07-07-17_Piano-e_1-07_wav--2.midi,Ludwig van Beethoven,Classical,3088,"-6,3,-6,3",4,14,13986.014,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_09_R1_2008_01-05_ORIG_MID--AUDIO_09_R1_2008_wav--2.midi,Ludwig van Beethoven,Classical,3484,"1,1,1,1",4,29,28971.029,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_18_R1_2008_01-04_ORIG_MID--AUDIO_18_R1_2008_wav--2.midi,Ludwig van Beethoven,Classical,3398,"1,1,1,1",4,28,27972.028,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_066_PIANO066_MID--AUDIO-split_07-07-17_Piano-e_3-02_wav--2.midi,Ludwig van Beethoven,Classical,3488,"1,1,1,1",4,29,28971.029,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_11_R1_2011_MID--AUDIO_R1-D4_08_Track08_wav.midi,Ludwig van Beethoven,Classical,7017,"-12,15,-8,5",4,20,19980.02,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_13_R1_2011_MID--AUDIO_R1-D5_04_Track04_wav.midi,Ludwig van Beethoven,Classical,6970,"5,-1,-2,-2",4,14,13986.014,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_18_R1_2011_MID--AUDIO_R1-D7_08_Track08_wav.midi,Ludwig van Beethoven,Classical,6894,"9,-4,-12,7",4,21,20979.021,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--2.midi,Ludwig van Beethoven,Classical,7032,"7,5,4,-16",4,20,19980.02,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_15_R1_2008_01-04_ORIG_MID--AUDIO_15_R1_2008_wav--2.midi,Ludwig van Beethoven,Classical,6911,"9,-16,12,-5",4,14,13986.014,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_07_R1_2015_wav--2.midi,Ludwig van Beethoven,Classical,6935,"-12,16,-9,5",4,16,15984.016,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_08_R1_2015_wav--2.midi,Ludwig van Beethoven,Classical,7096,"16,-9,5,-12",4,19,18981.019,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_05_R1_2013_wav--2.midi,Ludwig van Beethoven,Classical,6941,"16,-9,5,-12",4,20,19980.02,20
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_03_R1_2014_wav--3.midi,Ludwig van Beethoven,Classical,6841,"-1,-2,-2,5",4,15,14985.015,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_041_PIANO041_MID--AUDIO-split_07-06-17_Piano-e_1-01_wav--2.midi,Ludwig van Beethoven,Classical,6933,"5,4,-16,7",4,19,18981.019,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_048_PIANO048_MID--AUDIO-split_07-06-17_Piano-e_2-05_wav--2.midi,Ludwig van Beethoven,Classical,6958,"-1,-2,-2,5",4,14,13986.014,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_056_PIANO056_MID--AUDIO-split_07-07-17_Piano-e_1-05_wav--3.midi,Ludwig van Beethoven,Classical,6990,"-16,12,-5,9",4,19,18981.019,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_059_PIANO059_MID--AUDIO-split_07-07-17_Piano-e_2-03_wav--2.midi,Ludwig van Beethoven,Classical,6918,"5,-1,-2,-2",4,14,13986.014,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_062_PIANO062_MID--AUDIO-split_07-07-17_Piano-e_2-07_wav--1.midi,Ludwig van Beethoven,Classical,7025,"-1,-2,-2,5",4,15,14985.015,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_03_R1_2008_01-04_ORIG_MID--AUDIO_03_R1_2008_wav--2.midi,Ludwig van Beethoven,Classical,6729,"0,0,0,0",4,91,90909.0909,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_12_R2_2011_MID--AUDIO_R2-D4_03_Track03_wav.midi,Ludwig van Beethoven,Classical,6291,"0,0,0,0,0",5,56,55944.0559,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_20_R1_2011_MID--AUDIO_R1-D8_04_Track04_wav.midi,Ludwig van Beethoven,Classical,6772,"0,0,0,0",4,97,96903.0969,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_25_R1_2011_MID--AUDIO_R1-D9_15_Track15_wav.midi,Ludwig van Beethoven,Classical,6499,"0,0,0,0",4,99,98901.0989,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_21_R1_2011_MID--AUDIO_R1-D8_08_Track08_wav.midi,Ludwig van Beethoven,Classical,6584,"0,0,0,0",4,86,85914.0859,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_045_PIANO045_MID--AUDIO-split_07-06-17_Piano-e_2-01_wav--2.midi,Ludwig van Beethoven,Classical,6410,"0,0,0,0,0",5,70,69930.0699,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_24_R1_2011_MID--AUDIO_R1-D9_09_Track09_wav.midi,Ludwig van Beethoven,Classical,4192,"1,-1,1,2",4,12,11988.012,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_01_R1_2008_01-04_ORIG_MID--AUDIO_01_R1_2008_wav--2.midi,Ludwig van Beethoven,Classical,2966,"2,2,1,2",4,10,9990.01,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_09_R1_2004_01-02_ORIG_MID--AUDIO_09_R1_2004_02_Track02_wav.midi,Ludwig van Beethoven,Classical,2937,"2,-2,-1,1",4,11,10989.011,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_09_R1_2004_01-02_ORIG_MID--AUDIO_09_R1_2004_03_Track03_wav.midi,Ludwig van Beethoven,Classical,5074,"-2,2,-12,10",4,7,6993.007,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_16_R1_2011_MID--AUDIO_R1-D6_14_Track14_wav.midi,Ludwig van Beethoven,Classical,3733,"1,-1,1,-1",4,15,14985.015,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_17_R1_2011_MID--AUDIO_R1-D7_03_Track03_wav.midi,Ludwig van Beethoven,Classical,2971,"-1,1,-1,1",4,9,8991.009,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_22_R1_2015_wav--2.midi,Ludwig van Beethoven,Classical,3645,"-1,1,-1,1",4,15,14985.015,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_07_R1_2008_01-04_ORIG_MID--AUDIO_07_R1_2008_wav--2.midi,Ludwig van Beethoven,Classical,2859,"-2,-1,-2,-2",4,19,18981.019,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_051_PIANO051_MID--AUDIO-split_07-06-17_Piano-e_3-02_wav--2.midi,Ludwig van Beethoven,Classical,2843,"-2,-1,-2,-2",4,21,20979.021,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_10_R1_2008_01-04_ORIG_MID--AUDIO_10_R1_2008_wav--2.midi,Ludwig van Beethoven,Classical,4658,"2,-2,-1,1",4,15,14985.015,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_05_R1_2015_wav--3.midi,Ludwig van Beethoven,Classical,4628,"2,-2,2,-2",4,15,14985.015,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_065_PIANO065_MID--AUDIO-split_07-07-17_Piano-e_3-01_wav--2.midi,Ludwig van Beethoven,Classical,4526,"1,-1,1,2",4,14,13986.014,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_14_R1_2011_MID--AUDIO_R1-D6_03_Track03_wav.midi,Ludwig van Beethoven,Classical,3207,"-2,2,-2,2",4,22,21978.022,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_01_R1_2013_wav--2.midi,Ludwig van Beethoven,Classical,4157,"1,1,1,1",4,55,54945.0549,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_02_R1_2013_wav--2.midi,Ludwig van Beethoven,Classical,4178,"1,1,1,1",4,53,52947.0529,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_22_R1_2011_MID--AUDIO_R1-D8_13_Track13_wav.midi,Ludwig van Beethoven,Classical,4223,"1,1,1,1",4,37,36963.037,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_17_R1_2015_wav--2.midi,Ludwig van Beethoven,Classical,4203,"1,1,1,1",4,54,53946.0539,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_060_PIANO060_MID--AUDIO-split_07-07-17_Piano-e_2-04_wav--4.midi,Ludwig van Beethoven,Classical,4206,"1,1,1,1",4,58,57942.0579,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_061_PIANO061_MID--AUDIO-split_07-07-17_Piano-e_2-05_wav--2.midi,Ludwig van Beethoven,Classical,4167,"1,1,1,1",4,57,56943.0569,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_23_R1_2011_MID--AUDIO_R1-D9_03_Track03_wav.midi,Ludwig van Beethoven,Classical,2281,"-5,5,-3,3",4,6,5994.006,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_16_R1_2015_wav--2.midi,Ludwig van Beethoven,Classical,2226,"-5,5,-3,3",4,6,5994.006,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_06_R1_2013_wav--1.midi,Ludwig van Beethoven,Classical,3720,"-12,24,12,-22",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_13_R1_2013_wav--2.midi,Ludwig van Beethoven,Classical,5101,"-1,1,2,2",4,11,10989.011,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_06_R1_2011_MID--AUDIO_R1-D2_15_Track15_wav.midi,Ludwig van Beethoven,Classical,3700,"-1,1,2,2",4,7,6993.007,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_047_PIANO047_MID--AUDIO-split_07-06-17_Piano-e_2-04_wav--1.midi,Ludwig van Beethoven,Classical,3654,"2,2,1,2",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_067_PIANO067_MID--AUDIO-split_07-07-17_Piano-e_3-03_wav--2.midi,Ludwig van Beethoven,Classical,3736,"-1,1,2,2",4,10,9990.01,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_15_R1_2004_01-02_ORIG_MID--AUDIO_15_R1_2004_01_Track01_wav.midi,Ludwig van Beethoven,Classical,6235,"2,-2,2,-2",4,25,24975.025,20
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_05_R1_2006_01-05_ORIG_MID--AUDIO_05_R1_2006_01_Track01_wav.midi,Ludwig van Beethoven,Classical,4920,"-3,9,3,-31",4,14,13986.014,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_17_R1_2004_01-03_ORIG_MID--AUDIO_17_R1_2004_02_Track02_wav--2.midi,Ludwig van Beethoven,Classical,3517,"-1,1,-1,1",4,18,17982.018,20
